# Event "CityCash Game of Chance"
DB I E ID e0000003 NID citycash2 NAM "CityCash2 Game of Chance" CDA 20001024120000 CNT 00000000 EXP 32 IC1 0000003c IC2 0000001e IC3 0000000a LDT O LID 000000000000000a MON -32 MX1 0000000a TXT "The great CityCash Game of Chance"

# Event "CityCash" Big Prize
DB I E ID ie00000030000001 NID citycash2p1 NAM "PIII/500mhz computer system" CDA 20001024120000 CNT 00000001 TXT "CityCash2 Games of Chance Big Prize" LDT O LID 000000000000000a MAX 00000001 STT 0 TYP 1 EXP 00000000 MON 00000000

# Event "CityCash Weeks"
DB I E ID ie00000030000002 NID citycash2w1 NAM "1st Week" CDA 20001024120000 CNT 00000000 TXT "CityCash2 Games of Chance 1st week" LDT O LID 000000000000000a MAX 00000001 STT 0 TYP 1 EXP 00000000 MON 00000000
DB I E ID ie00000030000003 NID citycash2w1p1 NAM "1st Prize" CDA 20001024120000 CNT 00000001 TXT "1st Prize in the CityCash2 Games of Chance 1st week" LDT O LID 000000000000000a MAX 00000001 STT 1 TYP 1 EXP 00000000 MON 00000000
DB I E ID ie00000030000004 NID citycash2w1p2 NAM "2nd Prize" CDA 20001024120000 CNT 00000001 TXT "2nd Prize in the CityCash2 Games of Chance 1st week" LDT O LID 000000000000000a MAX 00000001 STT 1 TYP 2 EXP 00000000 MON 00000000
DB I E ID ie00000030000005 NID citycash2w1p3 NAM "3rd Prize" CDA 20001024120000 CNT 00000001 TXT "3rd Prize in the CityCash2 Games of Chance 1st week" LDT O LID 000000000000000a MAX 00000001 STT 1 TYP 3 EXP 00000000 MON 00000000

DB I E ID ie00000030000006 NID citycash2w2 NAM "2nd Week" CDA 20001024120000 CNT 00000000 TXT "CityCash2 Games of Chance 2nd week" LDT O LID 000000000000000a MAX 00000001 STT 0 TYP 1 EXP 00000000 MON 00000000
DB I E ID ie00000030000007 NID citycash2w2p1 NAM "1st Prize" CDA 20001024120000 CNT 00000001 TXT "1st Prize in the CityCash2 Games of Chance 2nd week" LDT O LID 000000000000000a MAX 00000001 STT 1 TYP 1 EXP 00000000 MON 00000000
DB I E ID ie00000030000008 NID citycash2w2p2 NAM "2nd Prize" CDA 20001024120000 CNT 00000001 TXT "2nd Prize in the CityCash2 Games of Chance 2nd week" LDT O LID 000000000000000a MAX 00000001 STT 1 TYP 2 EXP 00000000 MON 00000000
DB I E ID ie00000030000009 NID citycash2w2p3 NAM "3rd Prize" CDA 20001024120000 CNT 00000001 TXT "3rd Prize in the CityCash2 Games of Chance 2nd week" LDT O LID 000000000000000a MAX 00000001 STT 1 TYP 3 EXP 00000000 MON 00000000

DB I E ID ie0000003000000a NID citycash2w3 NAM "3rd Week" CDA 20001024120000 CNT 00000000 TXT "CityCash2 Games of Chance 3rd week" LDT O LID 000000000000000a MAX 00000001 STT 0 TYP 1 EXP 00000000 MON 00000000
DB I E ID ie0000003000000b NID citycash2w3p1 NAM "1st Prize" CDA 20001024120000 CNT 00000001 TXT "1st Prize in the CityCash2 Games of Chance 3rd week" LDT O LID 000000000000000a MAX 00000001 STT 1 TYP 1 EXP 00000000 MON 00000000
DB I E ID ie0000003000000c NID citycash2w3p2 NAM "2nd Prize" CDA 20001024120000 CNT 00000001 TXT "2nd Prize in the CityCash2 Games of Chance 3rd week" LDT O LID 000000000000000a MAX 00000001 STT 1 TYP 2 EXP 00000000 MON 00000000
DB I E ID ie0000003000000d NID citycash2w3p3 NAM "3rd Prize" CDA 20001024120000 CNT 00000001 TXT "3rd Prize in the CityCash2 Games of Chance 3rd week" LDT O LID 000000000000000a MAX 00000001 STT 1 TYP 3 EXP 00000000 MON 00000000

